m,tanb
0.0985079234689016, 3.2125457047220123
0.10461320486455636, 2.8317492523637693
0.11109687674503227, 2.5896555899791616
0.11593116966803205, 2.4699835673065436
0.12373479380935136, 2.6308211473922047
0.13009320841875058, 2.6867282654283757
0.13643609191336756, 2.9378967559900984
0.1441678212361379, 3.4944513247386957
0.14819647281794612, 3.0161438787847983
0.15976514787054272, 2.772824447150728
0.16464165274703885, 3.1292033747990025
0.17180590434461213, 3.178945665503924
0.18521760464818104, 3.4037955825407855
0.19279354625228767, 3.298107751015315
0.1996762637609884, 3.1622776601683795
0.21258368149309717, 3.4217366013341386
0.23264993630933342, 3.6445493527765525
0.23676631393652023, 3.3859486329856097
0.27379908427415883, 3.8211297149093144
0.29665552987446003, 4.765211616028695
0.3222263446042495, 6.230466251811245
0.34134083622339534, 6.532335668440931
0.3597817857208909, 5.183365957974001
0.3782700515683146, 4.334972046896699
0.42983033473535587, 4.917912776960448
0.46454670046479596, 7.333255280803147
0.5148053959348236, 10.484505339455026
0.5633990423664146, 10.000000000000005
0.6196770285999609, 10.05270886091216
0.6647116601075579, 9.689500062613698
0.7238190894018248, 10.21250824325929
0.800120879974902, 9.843525822901926
0.864744725367462, 9.740572313724561
1.0075449204187183, 9.947567504797535
1.0753653511704944, 9.791913760853456
1.3074675025083433, 9.89540992625038
1.4024868665739305, 10.05270886091216
1.8018255096737397, 10.105695544226187
1.8154201397526437, 10.320449904927868
1.8661505673539711, 10.158961514312313
2.190723642457623, 9.947567504797535
2.2575910078867616, 10.429532461863902
2.3676631393652, 10.158961514312313
2.470690132508755, 10.000000000000005
2.6238174949507758, 10.484505339455026
2.6635598463093193, 10.320449904927868
2.828640804299657, 10.21250824325929
2.936972575133096, 10.21250824325929
3.1268235427992717, 10.21250824325929
3.370913060084145, 10.763746730448535
3.6068436120623604, 10.320449904927868
3.820801853369444, 10.320449904927868
4.119065464111986, 11.285256006792919
4.3853289528701485, 12.668923859324781
4.6688041723141565, 13.853276785421938
4.8113098853382805, 14.448319993674378
4.775280771936978, 141.47670336727418
4.507873375552328, 117.08281368909715
4.4295002793090426, 100
4.319896488752907, 76.8855541471674
4.309086392476659, 39.85259640263945
4.139758178379003, 81.89210019721276
4.007090602078988, 89.54777399948463
3.8981597241332917, 105.95321889234638
3.679869576955375, 115.85824367724153
3.6068436120623604, 128.70310991463356
3.6523131647828513, 146.77992676220705
3.4912544448968323, 156.33777505644798
3.404866659181118, 169.16499579398337
3.0724611368398205, 191.9132776935106
2.936972575133096, 212.0723350508456
2.821562421865028, 222.3473529191285
2.636998617267201, 223.51932048904862
2.4831019976271356, 230.68199498907424
2.2975355583286197, 249.6090193044164
2.104637802404262, 287.676316729462
2.0067936601996212, 243.13347026925376
1.9327720255587562, 261.7027095673288
1.7704992872361, 295.3382075138678
1.7572410434070873, 272.94369047901944
1.621850732859876, 270.0889704073499
1.5081857817852817, 270.0889704073499
1.4561995492148834, 260.33053696094254
1.3815606891860435, 250.92468001251012
1.2847361017186087, 248.3002569336992
1.2219435478437304, 230.68199498907424
1.1420138789318734, 281.6901684454856
1, 317.8945665503927
0.987550478102774, 200.15657595671692
0.9703810986154969, 57.883805777280855
0.9322493733594048, 59.425466916068174
0.8539790669734891, 66.71153186168976
0.6322233205390434, 104.29532461863907
0.5676498433050514, 122.75553852817565
0.5045892293060659, 146.01032298162923
0.45991420409761163, 165.64490501698228
0.45876331614507526, 201.2115784689926
0.4234169371872278, 224.69746536653244
0.39870610309547794, 217.7206104738154
0.3801703452541206, 205.48749037538005
0.350001286680736, 209.8542689345233
0.3345670244343302, 217.7206104738154
0.3011489019643305, 207.65940158806998
0.28074587514411997, 203.33829519808143
0.27379908427415883, 203.33829519808143
0.2433825544885427, 168.27802151094397
0.20993711629535589, 156.33777505644798
0.18383061727035238, 145.24475442570468
0.17704992872361003, 157.99019567821824
0.16671720220655364, 159.66008164967917
0.1589665566455819, 153.08460109164437
0.15081857817852826, 153.89149258631767
0.13989772875612602, 158.8229440031669
0.1268741751488106, 142.97204908304727
0.11946973187486677, 137.08385261355835
0.11026493657360936, 138.53276785421946
0.10075449204187188, 126.02497530377337
